Score, Title, Reviews Count, Link, Release Date
50.44,50.44,Thunder Pro Wrestling Retsuden,10,https://segaretro.org/Thunder_Pro_Wrestling_Retsuden,1992-03-27
32.87,32.87,Time Killers,9,https://segaretro.org/Time_Killers,1996-07-01
63.21,63.21,Tinhead,6,https://segaretro.org/Tinhead,1993-06-01
74.27,74.27,Tintin in Tibet,11,https://segaretro.org/Tintin_in_Tibet,1996-06-01
74.88,74.88,Tiny Toon Adventures: ACME All-Stars,23,https://segaretro.org/Tiny_Toon_Adventures:_ACME_All-Stars,1994-10-01
86.76,86.76,Tiny Toon Adventures: Buster's Hidden Treasure,33,https://segaretro.org/Tiny_Toon_Adventures:_Buster%27s_Hidden_Treasure,1993-03-01
56.33,56.33,TNN Bass Tournament of Champions,3,https://segaretro.org/TNN_Bass_Tournament_of_Champions,1994-12-01
56.33,56.33,TNN Outdoors Bass Tournament '96,3,https://segaretro.org/TNN_Outdoors_Bass_Tournament_%2796,1996-02-01
63.76,63.76,Todd's Adventures in Slime World,18,https://segaretro.org/Todd%27s_Adventures_in_Slime_World,1992-04-30
79.09,79.09,ToeJam & Earl,36,https://segaretro.org/ToeJam_%26_Earl,1991-10-01
86.99,86.99,ToeJam & Earl in Panic on Funkotron,34,https://segaretro.org/ToeJam_%26_Earl_in_Panic_on_Funkotron,1993-12-01
67.41,67.41,Toki: Going Ape Spit,41,https://segaretro.org/Toki:_Going_Ape_Spit,
53.07,53.07,Tom and Jerry: Frantic Antics,17,https://segaretro.org/Tom_and_Jerry:_Frantic_Antics,1993-12-01
74.58,74.58,Tony La Russa Baseball,6,https://segaretro.org/Tony_La_Russa_Baseball,1993-03-01
47.55,47.55,Top Fighter 2000 MK VIII,2,https://segaretro.org/Top_Fighter_2000_MK_VIII,
60.56,60.56,Top Gear 2,4,https://segaretro.org/Top_Gear_2,1994-09-01
57.85,57.85,Top Pro Golf,6,https://segaretro.org/Top_Pro_Golf,1992-06-19
68.63,68.63,Total Football,8,https://segaretro.org/Total_Football,1995-07-01
73.08,73.08,Toughman Contest,26,https://segaretro.org/Toughman_Contest,1995-03-01
60.91,60.91,Tougi Ou King Colossus,7,https://segaretro.org/Tougi_Ou_King_Colossus,1992-06-26
51.57,51.57,Toxic Crusaders,14,https://segaretro.org/Toxic_Crusaders,1992-12-01
85.59,85.59,Toy Story,28,https://segaretro.org/Toy_Story,1995-11-25
46.81,46.81,Toys,8,https://segaretro.org/Toys,1993-06-01
36.71,36.71,Trampoline Terror!,7,https://segaretro.org/Trampoline_Terror!,1990-12-01
44.92,44.92,Traysia,12,https://segaretro.org/Traysia,1992-02-14
76.71,76.71,Triple Play 96,7,https://segaretro.org/Triple_Play_96,1995-06-01
83.76,83.76,Triple Play: Gold Edition,2,https://segaretro.org/Triple_Play:_Gold_Edition,1996-06-20
71.16,71.16,Trouble Shooter,22,https://segaretro.org/Trouble_Shooter,1991-11-01
72.63,72.63,Troy Aikman NFL Football,4,https://segaretro.org/Troy_Aikman_NFL_Football,1994-10-01
70.62,70.62,True Lies,27,https://segaretro.org/True_Lies,1995-04-01
75.72,75.72,Truxton,36,https://segaretro.org/Truxton,1989-12-01
56.59,56.59,Turbo OutRun,25,https://segaretro.org/Turbo_OutRun,1992-03-27
73.09,73.09,Turrican,23,https://segaretro.org/Turrican,1991-07-01
64.69,64.69,Twin Cobra,31,https://segaretro.org/Twin_Cobra,1991-02-22
67.31,67.31,Twin Hawk,28,https://segaretro.org/Twin_Hawk,1990-06-01
75.05,75.05,Twinkle Tale,23,https://segaretro.org/Twinkle_Tale,1992-07-24
71.35,71.35,Two Crude Dudes,38,https://segaretro.org/Two_Crude_Dudes,1992-02-28
84.48,84.48,Two Tribes: Populous II,33,https://segaretro.org/Two_Tribes:_Populous_II,1993-10-01
58.00,58.00,Uchuu Senkan Gomora,16,https://segaretro.org/Uchuu_Senkan_Gomora,1991-09-30
83.22,83.22,Ultimate Mortal Kombat 3,9,https://segaretro.org/Ultimate_Mortal_Kombat_3,
83.22,83.22,Ultimate Mortal Kombat 3,9,https://segaretro.org/Ultimate_Mortal_Kombat_3_(Mega_Drive),1996-10-11
67.53,67.53,Ultimate Qix,16,https://segaretro.org/Ultimate_Qix,1991-01-25
76.69,76.69,Ultimate Soccer,25,https://segaretro.org/Ultimate_Soccer,1993-06-01
45.61,45.61,Ultraman,5,https://segaretro.org/Ultraman,1993-04-09
67.71,67.71,Uncharted Waters,12,https://segaretro.org/Uncharted_Waters,1992-04-29
74.67,74.67,Undeadline,21,https://segaretro.org/Undeadline,1991-12-20
68.46,68.46,Universal Soldier,20,https://segaretro.org/Universal_Soldier,1992-06-01
38.54,38.54,Unnecessary Roughness '95,12,https://segaretro.org/Unnecessary_Roughness_%2795,1994-11-01
83.05,83.05,Urban Strike,39,https://segaretro.org/Urban_Strike,1994-08-30
71.90,71.90,Valis III,26,https://segaretro.org/Valis_III,1991-03-22
60.57,60.57,Valis: The Fantasm Soldier,15,https://segaretro.org/Valis:_The_Fantasm_Soldier,1991-12-01
66.44,66.44,Vapor Trail: Hyper Offence Formation,22,https://segaretro.org/Vapor_Trail:_Hyper_Offence_Formation,1991-08-02
84.13,84.13,Vectorman,31,https://segaretro.org/Vectorman,1995-10-25
84.71,84.71,Vectorman 2,7,https://segaretro.org/Vectorman_2,1996-11-08
57.96,57.96,Venom - Spider-Man: Separation Anxiety,14,https://segaretro.org/Venom_-_Spider-Man:_Separation_Anxiety,1995-06-01
64.33,64.33,Verytex,21,https://segaretro.org/Verytex,1991-04-05
70.72,70.72,Viewpoint,13,https://segaretro.org/Viewpoint,1994-11-01
69.15,69.15,Virtua Fighter 2,13,https://segaretro.org/Virtua_Fighter_2_(Mega_Drive),1996-11-21
60.06,60.06,Virtua Fighter 2 vs. Tekken 2,1,https://segaretro.org/Virtua_Fighter_2_vs._Tekken_2,
87.07,87.07,Virtua Racing,48,https://segaretro.org/Virtua_Racing,1994-03-18
59.96,59.96,Virtual Bart,13,https://segaretro.org/Virtual_Bart,1994-06-01
67.33,67.33,Virtual Pinball,27,https://segaretro.org/Virtual_Pinball,1993-11-01
67.27,67.27,Vixen 357,4,https://segaretro.org/Vixen_357,1992-10-23
61.83,61.83,VR Troopers,17,https://segaretro.org/VR_Troopers,1995-06-01
58.33,58.33,Wacky Worlds,3,https://segaretro.org/Wacky_Worlds,1994-11-01
73.35,73.35,Wani Wani World,15,https://segaretro.org/Wani_Wani_World,1992-01-31
61.78,61.78,Wardner,28,https://segaretro.org/Wardner,1991-04-26
65.15,65.15,Warlock,24,https://segaretro.org/Warlock,1995-04-01
46.74,46.74,WarpSpeed,14,https://segaretro.org/WarpSpeed,1993-06-01
62.43,62.43,Warrior of Rome,20,https://segaretro.org/Warrior_of_Rome,1991-02-24
68.61,68.61,Warrior of Rome II,19,https://segaretro.org/Warrior_of_Rome_II,1992-05-01
70.04,70.04,Wayne Gretzky and the NHLPA All-Stars,23,https://segaretro.org/Wayne_Gretzky_and_the_NHLPA_All-Stars,1995-04-01
50.05,50.05,Wayne's World,2,https://segaretro.org/Wayne%27s_World,1993-08-01
79.57,79.57,Weaponlord,18,https://segaretro.org/Weaponlord,1995-09-01
37.57,37.57,Wheel of Fortune,7,https://segaretro.org/Wheel_of_Fortune_(GameTek),1992-07-01
69.37,69.37,Where in the World is Carmen Sandiego?,15,https://segaretro.org/Where_in_the_World_is_Carmen_Sandiego%3F,1992-06-01
71.54,71.54,Where in Time is Carmen Sandiego?,30,https://segaretro.org/Where_in_Time_is_Carmen_Sandiego%3F,1992-03-01
66.04,66.04,Whip Rush,26,https://segaretro.org/Whip_Rush,1990-05-26
86.09,86.09,Whizz,2,https://segaretro.org/Whizz,
79.84,79.84,Will Harvey Presents The Immortal,32,https://segaretro.org/Will_Harvey_Presents_The_Immortal,1991-11-01
63.58,63.58,Williams Arcade's Greatest Hits,6,https://segaretro.org/Williams_Arcade%27s_Greatest_Hits_(Mega_Drive),1996-06-01
73.03,73.03,Wimbledon Championship Tennis,30,https://segaretro.org/Wimbledon_Championship_Tennis,1993-06-01
73.08,73.08,Winter Challenge,36,https://segaretro.org/Winter_Challenge,1992-06-01
68.80,68.80,Winter Olympics,31,https://segaretro.org/Winter_Olympics,1993-12-01
78.81,78.81,Wiz 'n' Liz,33,https://segaretro.org/Wiz_%27n%27_Liz,1993-09-01
64.16,64.16,Wolfchild,5,https://segaretro.org/Wolfchild,1993-03-01
63.83,63.83,Wolverine: Adamantium Rage,25,https://segaretro.org/Wolverine:_Adamantium_Rage,1994-11-01
60.77,60.77,Wonder Boy III: Monster Lair,28,https://segaretro.org/Wonder_Boy_III:_Monster_Lair,1990-12-22
77.79,77.79,Wonder Boy in Monster World,34,https://segaretro.org/Wonder_Boy_in_Monster_World,1991-10-25
61.99,61.99,World Championship Soccer II,12,https://segaretro.org/World_Championship_Soccer_II,1994-06-01
71.39,71.39,World Class Leader Board,28,https://segaretro.org/World_Class_Leader_Board,1992-08-01
65.13,65.13,World Cup Soccer,31,https://segaretro.org/World_Cup_Soccer,1989-07-29
72.58,72.58,World Cup USA 94,24,https://segaretro.org/World_Cup_USA_94,1994-06-01
42.07,42.07,World Heroes,7,https://segaretro.org/World_Heroes,1994-07-01
85.86,85.86,World of Illusion Starring Mickey Mouse and Donald Duck,48,https://segaretro.org/World_of_Illusion_Starring_Mickey_Mouse_and_Donald_Duck,1992-12-14
83.13,83.13,World Series Baseball,8,https://segaretro.org/World_Series_Baseball_(Mega_Drive),1994-03-01
65.06,65.06,World Series Baseball 98,1,https://segaretro.org/World_Series_Baseball_98_(Mega_Drive),1997-07-18
79.08,79.08,World Series Baseball '95,9,https://segaretro.org/World_Series_Baseball_%2795_(Mega_Drive),1995-04-01
74.83,74.83,World Series Baseball '96,6,https://segaretro.org/World_Series_Baseball_%2796_(Mega_Drive),1996-07-17
52.55,52.55,World Trophy Soccer,2,https://segaretro.org/World_Trophy_Soccer,1992-09-01
78.56,78.56,Worms,18,https://segaretro.org/Worms,1996-08-08
59.33,59.33,Wrestle War,30,https://segaretro.org/Wrestle_War,1991-06-01
77.72,77.72,WWF Raw,18,https://segaretro.org/WWF_Raw,1994-11-01
75.91,75.91,WWF Royal Rumble,27,https://segaretro.org/WWF_Royal_Rumble_(Acclaim),1993-06-01
73.30,73.30,WWF Super WrestleMania,28,https://segaretro.org/WWF_Super_WrestleMania,1992-06-01
79.58,79.58,WWF WrestleMania: The Arcade Game,16,https://segaretro.org/WWF_WrestleMania:_The_Arcade_Game,1995-06-01
76.78,76.78,X-Men,42,https://segaretro.org/X-Men,1993-04-01
73.63,73.63,X-Men 2: Clone Wars,30,https://segaretro.org/X-Men_2:_Clone_Wars,1995-02-01
50.28,50.28,X-Perts,10,https://segaretro.org/X-Perts,1996-06-01
46.83,46.83,XDR,13,https://segaretro.org/XDR,1990-08-26
69.37,69.37,Xenon 2: Megablast,23,https://segaretro.org/Xenon_2:_Megablast,1992-10-01
60.06,60.06,Xiao Monv: Magic Girl,1,https://segaretro.org/Xiao_Monv:_Magic_Girl,2015-12-24
40.04,40.04,Xin Qi Gai Wang Zi,1,https://segaretro.org/Xin_Qi_Gai_Wang_Zi,2006-05-22
50.76,50.76,Yogi Bear: Cartoon Capers,14,https://segaretro.org/Yogi_Bear:_Cartoon_Capers,1994-06-01
67.49,67.49,Ys III: Wanderers from Ys,13,https://segaretro.org/Ys_III:_Wanderers_from_Ys,1991-11-01
43.98,43.98,Yuu Yuu Hakusho Gaiden,6,https://segaretro.org/Yuu_Yuu_Hakusho_Gaiden,1994-01-28
75.70,75.70,Yuu Yuu Hakusho: Makyou Toitsusen,9,https://segaretro.org/Yuu_Yuu_Hakusho:_Makyou_Toitsusen,1994-09-30
59.21,59.21,Zan Yasha Enbukyoku,6,https://segaretro.org/Zan_Yasha_Enbukyoku,1991-03-29
60.74,60.74,Zany Golf,22,https://segaretro.org/Zany_Golf,1990-10-01
77.66,77.66,Zero the Kamikaze Squirrel,22,https://segaretro.org/Zero_the_Kamikaze_Squirrel,1994-11-01
79.71,79.71,Zero Tolerance,34,https://segaretro.org/Zero_Tolerance,1994-09-01
78.33,78.33,Zero Wing,34,https://segaretro.org/Zero_Wing,1991-05-31
70.07,70.07,Zhuo Gui Da Shi: Ghost Hunter,1,https://segaretro.org/Zhuo_Gui_Da_Shi:_Ghost_Hunter,
82.81,82.81,Zombies Ate My Neighbors,33,https://segaretro.org/Zombies_Ate_My_Neighbors,1993-11-01
74.77,74.77,Zool,36,https://segaretro.org/Zool,1994-01-01
56.06,56.06,Zoom!,24,https://segaretro.org/Zoom!,1990-01-01
74.55,74.55,Zoop,21,https://segaretro.org/Zoop,1995-06-01
